class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
8, 5, 5, 15, 5, 3, 5, 6, 3, 15, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 3, 11, 'u'
8, 13, 2, 11, 4, 12, 5, 6, 13, 3, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'g'
8, 1, 2, 9, 4, 14, 5, 6, 13, 15, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 3, 'm'
8, 1, 11, 9, 4, 14, 5, 6, 13, 3, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 2, 'm'
8, 5, 2, 9, 4, 12, 5, 9, 3, 3, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'd'
8, 1, 11, 11, 4, 14, 5, 6, 13, 9, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 2, 'g'
8, 13, 2, 9, 4, 14, 5, 6, 13, 9, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'g'
8, 1, 2, 9, 4, 12, 5, 6, 13, 15, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 3, 'g'
8, 1, 5, 9, 5, 3, 5, 9, 13, 19, 4, 8, 5, 2, 9, 9, 0, 9, 10, 8, 7, 2, 'g'
8, 5, 11, 3, 4, 14, 5, 6, 13, 3, 8, 17, 2, 11, 9, 9, 0, 9, 10, 0, 7, 11, 'p'
0, 1, 2, 9, 4, 0, 5, 6, 3, 7, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'u'
8, 13, 2, 9, 4, 12, 5, 6, 13, 3, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 3, 'g'
8, 13, 2, 9, 4, 12, 5, 6, 13, 7, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'm'
8, 13, 11, 9, 4, 14, 5, 6, 13, 3, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 3, 'g'
8, 13, 11, 9, 4, 12, 5, 6, 13, 9, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 3, 'g'
8, 1, 2, 11, 4, 12, 5, 6, 13, 9, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'g'
8, 13, 2, 9, 4, 14, 5, 6, 13, 9, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 3, 'm'
8, 1, 5, 11, 4, 12, 5, 9, 3, 3, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'd'
8, 1, 5, 15, 5, 3, 5, 6, 3, 3, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 3, 11, 'u'
8, 5, 11, 11, 4, 12, 5, 6, 13, 3, 8, 17, 2, 11, 9, 9, 0, 9, 10, 0, 3, 2, 'g'
8, 13, 2, 9, 4, 14, 5, 6, 13, 3, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 3, 'm'
8, 1, 2, 11, 4, 12, 5, 6, 13, 15, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'g'
8, 1, 11, 11, 4, 12, 5, 6, 13, 7, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'g'
8, 1, 11, 9, 4, 14, 5, 6, 13, 9, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 2, 'g'
8, 2, 5, 15, 5, 3, 5, 6, 3, 0, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'u'
8, 1, 2, 9, 4, 12, 5, 6, 13, 3, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 3, 'm'
0, 1, 2, 9, 4, 0, 5, 6, 3, 7, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'g'
8, 1, 11, 11, 4, 12, 5, 6, 13, 3, 8, 17, 2, 11, 9, 9, 0, 9, 10, 0, 3, 2, 'g'
8, 5, 5, 9, 4, 12, 5, 9, 3, 0, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'd'
8, 1, 11, 9, 4, 14, 5, 6, 13, 15, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 3, 'm'
8, 13, 11, 9, 4, 14, 5, 6, 13, 3, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'g'
8, 1, 2, 9, 4, 12, 5, 6, 13, 15, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 3, 'g'
8, 1, 2, 11, 4, 12, 5, 6, 13, 15, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 2, 'g'
0, 1, 11, 3, 4, 0, 5, 6, 3, 0, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 7, 16, 'u'
8, 13, 2, 11, 4, 12, 5, 6, 13, 3, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 3, 'g'
8, 1, 5, 15, 5, 3, 5, 6, 3, 3, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 7, 11, 'u'
0, 1, 11, 9, 4, 0, 5, 6, 3, 7, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'u'
8, 1, 11, 11, 4, 14, 5, 6, 13, 3, 8, 17, 2, 11, 9, 9, 0, 9, 10, 0, 3, 11, 'p'
8, 5, 5, 3, 5, 3, 5, 6, 3, 7, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 7, 16, 'u'
8, 13, 2, 9, 4, 14, 5, 6, 13, 7, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 3, 'g'
8, 1, 5, 9, 4, 14, 5, 9, 3, 9, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'd'
8, 1, 11, 9, 4, 14, 5, 6, 13, 9, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'g'
8, 13, 11, 11, 4, 14, 5, 6, 13, 3, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 2, 'g'
8, 1, 11, 11, 4, 14, 5, 6, 13, 3, 8, 17, 2, 11, 9, 9, 0, 9, 10, 0, 7, 2, 'g'
8, 5, 11, 11, 4, 12, 5, 6, 13, 0, 8, 17, 2, 11, 9, 9, 0, 9, 10, 0, 7, 2, 'p'
8, 5, 11, 11, 4, 12, 5, 6, 13, 9, 8, 17, 2, 11, 9, 9, 0, 9, 10, 0, 7, 11, 'p'
8, 1, 2, 9, 4, 14, 5, 6, 13, 9, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'g'
8, 1, 2, 9, 4, 12, 5, 6, 13, 9, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 3, 'm'
0, 1, 2, 9, 4, 0, 5, 6, 3, 3, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 7, 16, 'u'
8, 5, 5, 9, 4, 12, 5, 9, 3, 0, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 18, 16, 'd'
8, 1, 2, 9, 4, 14, 5, 6, 13, 9, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 2, 'g'
8, 1, 2, 9, 4, 14, 5, 9, 3, 0, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 18, 16, 'd'
8, 1, 11, 9, 4, 12, 5, 6, 13, 3, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'm'
8, 5, 11, 11, 4, 14, 5, 6, 13, 9, 8, 17, 2, 11, 9, 9, 0, 9, 10, 0, 7, 11, 'p'
8, 1, 2, 3, 5, 3, 5, 9, 13, 0, 4, 8, 5, 2, 9, 9, 0, 9, 10, 8, 7, 2, 'g'
8, 5, 11, 11, 4, 12, 5, 6, 13, 9, 8, 17, 2, 11, 9, 9, 0, 9, 10, 0, 3, 11, 'g'
0, 1, 2, 3, 4, 0, 5, 6, 3, 0, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 3, 2, 'g'
8, 2, 5, 3, 5, 3, 5, 6, 3, 15, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'u'
8, 13, 11, 11, 4, 14, 5, 6, 13, 9, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 2, 'm'
8, 13, 2, 9, 4, 14, 5, 6, 13, 3, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 2, 'g'
8, 13, 11, 9, 4, 14, 5, 6, 13, 7, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 3, 'm'
8, 5, 5, 3, 5, 3, 5, 6, 3, 7, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'u'
8, 1, 2, 9, 4, 12, 5, 6, 13, 9, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 3, 'm'
8, 13, 11, 9, 4, 14, 5, 6, 13, 15, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 3, 'g'
8, 13, 11, 9, 4, 12, 5, 6, 13, 15, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 3, 'm'
8, 5, 11, 3, 4, 14, 5, 6, 13, 9, 8, 17, 2, 11, 9, 9, 0, 9, 10, 0, 3, 2, 'g'
0, 1, 11, 9, 4, 0, 5, 6, 3, 7, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 7, 16, 'g'
8, 1, 2, 9, 4, 12, 5, 6, 13, 3, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 3, 'g'
8, 1, 11, 9, 4, 12, 5, 6, 13, 3, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 2, 'm'
8, 5, 5, 9, 4, 14, 5, 9, 3, 9, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 18, 16, 'd'
8, 5, 5, 15, 5, 3, 5, 6, 3, 15, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 7, 16, 'u'
8, 5, 2, 15, 5, 3, 5, 9, 13, 0, 4, 8, 2, 2, 9, 9, 0, 9, 10, 8, 7, 12, 'g'
8, 1, 11, 11, 4, 12, 5, 6, 13, 15, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 2, 'm'
8, 13, 2, 9, 4, 12, 5, 6, 13, 7, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 2, 'm'
0, 5, 11, 3, 4, 0, 5, 6, 3, 9, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'u'
8, 1, 2, 9, 4, 14, 5, 6, 13, 3, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 3, 'm'
0, 5, 2, 3, 4, 0, 5, 6, 3, 9, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 7, 16, 'u'
8, 1, 11, 9, 4, 14, 5, 6, 13, 7, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 2, 'g'
8, 1, 11, 11, 4, 12, 5, 6, 13, 7, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 3, 'm'
8, 5, 11, 11, 4, 12, 5, 6, 13, 3, 8, 17, 2, 11, 9, 9, 0, 9, 10, 0, 3, 2, 'p'
8, 1, 11, 3, 4, 12, 5, 6, 13, 9, 8, 17, 2, 11, 9, 9, 0, 9, 10, 0, 3, 2, 'p'
8, 5, 11, 3, 4, 12, 5, 6, 13, 9, 8, 17, 2, 11, 9, 9, 0, 9, 10, 0, 3, 11, 'g'
8, 1, 11, 9, 4, 12, 5, 6, 13, 9, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 3, 'm'
8, 5, 5, 3, 5, 3, 5, 9, 13, 19, 4, 8, 2, 2, 9, 9, 0, 9, 10, 8, 7, 2, 'g'
8, 1, 2, 11, 4, 14, 5, 6, 13, 7, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 3, 'm'
0, 1, 11, 9, 4, 0, 5, 6, 3, 9, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 3, 2, 'g'
8, 13, 11, 11, 4, 12, 5, 6, 13, 3, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 3, 'm'
8, 2, 5, 3, 5, 3, 5, 6, 3, 0, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'u'
8, 1, 2, 11, 4, 14, 5, 6, 13, 7, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'm'
8, 13, 11, 9, 4, 14, 5, 6, 13, 3, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 3, 'm'
8, 5, 11, 3, 4, 12, 5, 6, 13, 3, 8, 17, 2, 11, 9, 9, 0, 9, 10, 0, 7, 2, 'g'
8, 13, 11, 11, 4, 12, 5, 6, 13, 15, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'm'
8, 13, 11, 9, 4, 12, 5, 6, 13, 15, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'g'
8, 1, 11, 3, 4, 14, 5, 6, 13, 3, 8, 17, 2, 11, 9, 9, 0, 9, 10, 0, 3, 11, 'p'
8, 5, 5, 15, 5, 3, 5, 6, 3, 0, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 3, 11, 'u'
8, 1, 5, 15, 5, 3, 5, 6, 3, 15, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 7, 11, 'u'
8, 13, 11, 11, 4, 14, 5, 6, 13, 3, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'g'
8, 1, 2, 11, 4, 14, 5, 6, 13, 3, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'm'
8, 13, 11, 9, 4, 14, 5, 6, 13, 7, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 2, 'g'
8, 1, 2, 9, 4, 12, 5, 6, 13, 15, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'm'
8, 13, 2, 11, 4, 12, 5, 6, 13, 15, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 3, 'm'
8, 1, 2, 11, 4, 12, 5, 6, 13, 7, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'm'
8, 1, 5, 15, 5, 3, 5, 9, 13, 0, 4, 8, 5, 5, 9, 9, 0, 9, 10, 8, 7, 2, 'g'
8, 5, 2, 11, 4, 12, 5, 9, 3, 0, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'd'
0, 1, 11, 9, 4, 0, 5, 6, 3, 0, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'g'
8, 1, 5, 9, 5, 3, 5, 9, 13, 7, 4, 8, 5, 2, 9, 9, 0, 9, 10, 8, 7, 12, 'g'
8, 13, 11, 9, 4, 12, 5, 6, 13, 9, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'g'
8, 1, 2, 11, 4, 14, 5, 9, 3, 9, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'd'
8, 13, 11, 9, 4, 12, 5, 6, 13, 3, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'g'
8, 1, 11, 9, 4, 14, 5, 6, 13, 15, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'g'
8, 1, 5, 3, 4, 3, 5, 6, 13, 0, 4, 13, 2, 2, 15, 0, 0, 9, 10, 0, 3, 11, 'd'
8, 13, 11, 9, 4, 14, 5, 6, 13, 7, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 2, 'm'
8, 1, 2, 11, 4, 14, 5, 6, 13, 15, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 3, 'm'
8, 5, 11, 3, 4, 12, 5, 6, 13, 0, 8, 17, 2, 11, 9, 9, 0, 9, 10, 0, 7, 11, 'g'
8, 1, 5, 9, 5, 3, 5, 9, 13, 3, 4, 8, 2, 2, 9, 9, 0, 9, 10, 8, 3, 2, 'g'
8, 1, 2, 11, 4, 14, 5, 6, 13, 9, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'g'
0, 1, 11, 9, 4, 0, 5, 6, 3, 3, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'g'
8, 1, 11, 11, 4, 14, 5, 6, 13, 3, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'g'
8, 1, 5, 9, 4, 12, 5, 9, 3, 0, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'd'
8, 13, 2, 11, 4, 12, 5, 6, 13, 15, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 3, 'g'
0, 1, 11, 9, 4, 0, 5, 6, 3, 7, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 7, 16, 'u'
8, 1, 2, 11, 4, 12, 5, 9, 3, 9, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'd'
8, 1, 11, 9, 4, 12, 5, 6, 13, 7, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 3, 'm'
8, 1, 5, 9, 4, 14, 5, 9, 3, 3, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'd'
8, 5, 2, 9, 4, 14, 5, 9, 3, 9, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'd'
8, 1, 11, 11, 4, 14, 5, 6, 13, 7, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 2, 'm'
8, 5, 5, 11, 4, 12, 5, 9, 3, 9, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 18, 16, 'd'
8, 1, 2, 9, 4, 12, 5, 6, 13, 9, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'g'
8, 13, 11, 11, 4, 12, 5, 6, 13, 3, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'm'
8, 1, 11, 3, 4, 14, 5, 6, 13, 0, 8, 17, 2, 11, 9, 9, 0, 9, 10, 0, 3, 2, 'p'
8, 13, 11, 9, 4, 14, 5, 6, 13, 7, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 3, 'g'
8, 1, 2, 11, 4, 12, 5, 6, 13, 3, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 2, 'm'
0, 1, 11, 3, 4, 0, 5, 6, 3, 3, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'u'
8, 13, 2, 11, 4, 14, 5, 6, 13, 9, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 3, 'g'
8, 13, 11, 9, 4, 12, 5, 6, 13, 15, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 3, 'g'
0, 1, 11, 3, 4, 0, 5, 6, 3, 9, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 7, 16, 'u'
8, 13, 2, 9, 4, 14, 5, 6, 13, 3, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'm'
8, 13, 11, 11, 4, 14, 5, 6, 13, 9, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 3, 'm'
8, 13, 11, 11, 4, 12, 5, 6, 13, 3, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'g'
8, 1, 11, 9, 4, 14, 5, 6, 13, 15, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 3, 'g'
8, 1, 5, 3, 4, 3, 5, 6, 13, 0, 4, 13, 2, 2, 0, 9, 0, 9, 10, 0, 7, 11, 'd'
8, 1, 11, 3, 4, 12, 5, 6, 13, 9, 8, 17, 2, 11, 9, 9, 0, 9, 10, 0, 7, 11, 'g'
8, 13, 2, 11, 4, 14, 5, 6, 13, 3, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 2, 'g'
8, 1, 5, 15, 5, 3, 5, 6, 3, 15, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'u'
8, 1, 11, 3, 4, 14, 5, 6, 13, 3, 8, 17, 2, 11, 9, 9, 0, 9, 10, 0, 7, 11, 'g'
8, 1, 2, 9, 4, 12, 5, 6, 13, 7, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 2, 'g'
8, 13, 11, 9, 4, 12, 5, 6, 13, 3, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 3, 'g'
8, 1, 2, 11, 4, 12, 5, 6, 13, 15, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'm'
8, 5, 5, 11, 4, 12, 5, 9, 3, 0, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'd'
8, 13, 11, 11, 4, 14, 5, 6, 13, 15, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 2, 'g'
8, 1, 5, 3, 5, 3, 5, 9, 13, 3, 4, 8, 2, 5, 9, 9, 0, 9, 10, 8, 3, 12, 'g'
8, 1, 5, 11, 4, 14, 5, 9, 3, 3, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'd'
8, 1, 2, 11, 4, 12, 5, 6, 13, 3, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 3, 'm'
8, 5, 2, 15, 5, 3, 5, 9, 13, 3, 4, 8, 2, 5, 9, 9, 0, 9, 10, 8, 7, 2, 'g'
8, 1, 5, 3, 5, 3, 5, 6, 3, 15, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 3, 11, 'u'
8, 5, 2, 15, 5, 3, 5, 9, 13, 19, 4, 8, 5, 5, 9, 9, 0, 9, 10, 8, 3, 12, 'g'
8, 5, 11, 3, 4, 12, 5, 6, 13, 0, 8, 17, 2, 11, 9, 9, 0, 9, 10, 0, 3, 2, 'p'
8, 13, 11, 9, 4, 12, 5, 6, 13, 7, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 2, 'g'
8, 13, 2, 11, 4, 12, 5, 6, 13, 7, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'm'
8, 1, 11, 11, 4, 14, 5, 6, 13, 9, 8, 17, 2, 11, 9, 9, 0, 9, 10, 0, 7, 2, 'p'
8, 2, 5, 15, 5, 3, 5, 6, 3, 15, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 3, 16, 'u'
8, 5, 11, 3, 4, 12, 5, 6, 13, 0, 8, 17, 2, 11, 9, 9, 0, 9, 10, 0, 3, 11, 'p'
0, 1, 11, 3, 4, 0, 5, 6, 3, 7, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'u'
8, 1, 11, 11, 4, 12, 5, 6, 13, 0, 8, 17, 2, 11, 9, 9, 0, 9, 10, 0, 3, 11, 'p'
8, 1, 11, 11, 4, 12, 5, 6, 13, 9, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 2, 'g'
8, 1, 5, 3, 5, 3, 5, 9, 13, 19, 4, 8, 2, 5, 9, 9, 0, 9, 10, 8, 3, 2, 'g'
8, 1, 5, 3, 5, 3, 5, 9, 13, 0, 4, 8, 5, 5, 9, 9, 0, 9, 10, 8, 7, 12, 'g'
8, 5, 2, 3, 5, 3, 5, 9, 13, 7, 4, 8, 5, 2, 9, 9, 0, 9, 10, 8, 7, 12, 'g'
8, 5, 11, 3, 4, 12, 5, 6, 13, 3, 8, 17, 2, 11, 9, 9, 0, 9, 10, 0, 3, 2, 'p'
8, 1, 2, 11, 4, 12, 5, 6, 13, 9, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 3, 'g'
8, 5, 5, 3, 5, 3, 5, 6, 3, 0, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 7, 16, 'u'
8, 1, 11, 11, 4, 12, 5, 6, 13, 9, 8, 17, 2, 11, 9, 9, 0, 9, 10, 0, 3, 2, 'p'
8, 1, 5, 11, 4, 12, 5, 9, 3, 0, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 18, 16, 'd'
8, 13, 11, 11, 4, 12, 5, 6, 13, 15, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 3, 'g'
8, 1, 5, 15, 5, 3, 5, 9, 13, 3, 4, 8, 2, 2, 9, 9, 0, 9, 10, 8, 7, 2, 'g'
8, 1, 11, 11, 4, 12, 5, 6, 13, 9, 8, 17, 2, 11, 9, 9, 0, 9, 10, 0, 3, 2, 'g'
8, 5, 11, 3, 4, 14, 5, 6, 13, 3, 8, 17, 2, 11, 9, 9, 0, 9, 10, 0, 7, 11, 'g'
8, 1, 2, 11, 4, 12, 5, 6, 13, 9, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'm'
8, 2, 5, 3, 5, 3, 5, 6, 3, 3, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 3, 11, 'u'
8, 1, 2, 9, 4, 12, 5, 6, 13, 7, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'm'
8, 13, 2, 9, 4, 14, 5, 6, 13, 3, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 3, 'g'
8, 2, 5, 3, 5, 3, 5, 6, 3, 7, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 7, 11, 'u'
8, 13, 11, 11, 4, 14, 5, 6, 13, 3, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 3, 'm'
8, 1, 11, 11, 4, 14, 5, 6, 13, 7, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 3, 'g'
8, 13, 11, 11, 4, 12, 5, 6, 13, 7, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 2, 'g'
0, 1, 11, 3, 4, 0, 5, 6, 3, 0, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'u'
8, 1, 2, 9, 5, 3, 5, 9, 13, 7, 4, 8, 5, 2, 9, 9, 0, 9, 10, 8, 3, 2, 'g'
8, 1, 11, 9, 4, 12, 5, 6, 13, 9, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 2, 'm'
8, 13, 2, 9, 4, 12, 5, 6, 13, 15, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 3, 'g'
8, 1, 5, 3, 4, 3, 5, 6, 13, 3, 4, 13, 2, 2, 15, 9, 0, 9, 10, 0, 3, 11, 'd'
0, 1, 2, 3, 4, 0, 5, 6, 3, 9, 8, 8, 2, 2, 9, 9, 0, 9, 10, 0, 3, 2, 'u'
8, 1, 11, 3, 4, 14, 5, 6, 13, 9, 8, 17, 2, 11, 9, 9, 0, 9, 10, 0, 7, 11, 'p'
8, 1, 2, 3, 5, 3, 5, 9, 13, 3, 4, 8, 2, 2, 9, 9, 0, 9, 10, 8, 7, 12, 'g'
8, 13, 11, 11, 4, 14, 5, 6, 13, 3, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 3, 'm'
8, 1, 2, 11, 4, 12, 5, 6, 13, 9, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 3, 'm'
8, 13, 2, 11, 4, 12, 5, 6, 13, 3, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 3, 2, 'm'
8, 1, 2, 11, 4, 14, 5, 6, 13, 15, 8, 6, 2, 2, 9, 9, 0, 9, 10, 0, 7, 3, 'm'
